"user_id","cluster_no"
"IAOF2SF-tW9m6lU5HHU-jQ","2"
"0GQWZBXEU7Fnkw_duY3Law","12"
"0a8Cxct6HtKpk3t0tOBgUQ","2"
"Ct0_qR8yycTap_PnQ2zvUw","12"
"E6SrfkyK2IrNCxCKEPauKQ","12"
"PdimYmEAE0663-zVAqPuww","8"
"8MQHq32TIMhAReDnantUmQ","2"
"MQ06RSDQDseecWHR1-0hpw","9"
"V7lGZrkOBa8OeLidruD05w","12"
"P_FVd_05Bn-5uCzaEMlqCQ","12"
"xKLeaJ5orLWIblPOHOFd3Q","5"
"qWmXrwhhBUrUj5Z_VsZA1w","7"
"tpID_HApoYcgmU2cOzT2WQ","5"
"9MvgCEkFOl0T00fV4ux34Q","12"
"vx6TlZff9xGi5S1a-i7mbA","12"
"7MEHhoYTsWXfDh42MEVTww","10"
"NOjzuFChFf4s9_sRlqftqw","9"
"jD1I0nQB5IZ3ljbWgguNUg","12"
"ZRJS_UqiOmvCBpJ1Dk87Bg","9"
"FWst3bwhQIEF9K8rWvc4YQ","10"
"1q7_QIXqA6KrwWRFConKhg","8"
"19f6d4nhoVmxAzUEynud5g","9"
"LbjahwkbWMDpZpZBtwe82w","2"
"vrJLEmezMsR6LPMI5bESDQ","5"
"Rhlbsy95KOu26BvL4U8Ftw","3"
"lNapArnksJJIttYh1YdYRQ","3"
"Go-Cdij41Pgy4C4S08xbaA","3"
"Zlnl2J_yDzos67vEZlGr5g","12"
"l5IPMVNqORODJU1ip97ReQ","12"
"HJVVCH8MdfZgqcXTIjwbZQ","12"
"B-V1eJcIwouZuUrMFQkmnA","12"
"mUVcN7qwFgxh5qsDTY3Lqw","12"
"4RxTUFwMtAKFVw4AJ4TJZA","10"
"u2M052IpnUfnoyAbXAn_vQ","7"
"7UDfeDNK46nPt5f0_qXHDw","8"
"HcJchgW8quNVD9Z2Q_ZvKw","1"
"qlPIogzBxmUAX_B4qkHSyQ","5"
"W_XphHRmLF1m0-lD2_o3BA","12"
"z4rI7oSliKkVEh3gcu2xlA","11"
"seXjsuewdnh8-y8Ruow-Kg","12"
"M5htnJJBjmAdFgDI7qtRvg","9"
"EMUu_9qQq19hsDNK-y11Ow","6"
"U__Bv9NVVrFOKdZMsl3E3A","3"
"N3Md1EDIr_mNkVxsBkA8sQ","9"
"UQB87Neb-M6xbxT6hi9rcw","1"
"6ea3wxB1n942t8_ssyLUhQ","1"
"002pQ99qJDH9pImxLexsuw","12"
"IGMFSVrLeYVJpUNgsugRzQ","7"
"MXR4DMzh4wHNiF2g-LvFkA","6"
"5ixS7Bcii00Pyirl2l4E_w","12"
"gnS2OgMUcFvrV_7rRQ88PA","9"
"9BspyVVPpKQO_aByYRLXhw","5"
"bDETS9BDCLyAK73ql8-CTA","3"
"CyWGrLcU8dLpyFW_EfYtLQ","5"
"r_1rSYAPVPPeKT9wcpgHXQ","2"
"O7GwRVDSsuSCBZqAYR22EA","12"
"jim7lBUBVvif0Mz95QPbdA","2"
"_cOij48bb85bmPMx5GWuwg","12"
"GE9uck6CG5f2GXjyBwiuRA","12"
"xDBfP8tZKAG31yAVy7x4HA","8"
"RDdDaYsoZ4LOpfdKboZFXA","8"
"PVCOPlCGTVdJx6DwW5BThg","12"
"dme0gxwC7IBtQY2YmwozUQ","12"
"9Suo080G93X-PziZ4tcwog","11"
"lzhCDn5P-VpmunHgx15PWg","12"
"QxODdbA4_IrGIZc2f9Qqnw","7"
"d9NeW8xjRS6oWUSYXYk44A","7"
"P8SBRmJFj0O9vyvMIHZmdg","10"
"yUDD0JDf_Xo3XT3BZi8hZg","12"
"WoQeDoz4agzNHM4PkK7rpw","9"
"qR2jRU8MCcNxns_bZpjELw","3"
"cUgw5y8SFGny_IpOZxpRxg","12"
"GE64MJrML76Gq-72RmTnug","12"
"r6zKHPmJmlPaND5LnMBEtw","12"
"8ANmhOHQ583nhwVKrio_7Q","12"
"h8734Eg3DxVR88AgonsLdA","9"
"UllbzAGx6KGJxElpKAgpLA","12"
"dtoDWv0TxM83knKh7sYSbw","12"
"L8Euta_K7ZDA5iwBHDyhbA","4"
"bPwV0rFtVI-u0swt-dU4jQ","12"
"HiwIi-OjQNBK5_A4sKSOKg","12"
"biANPjNK4jOmbfAhEnR4pw","12"
"fICASDouT4yCGxBWs6mNMA","11"
"NFdvLF0bwhbBfAV9-2m92A","10"
"SpORIkmTMNDxixFOcIE8cA","3"
"WtxWymQP4QA-rtA6k_0p4A","3"
"an6cBlRP9yHF69owZR44cw","3"
"YYSEMnLrrLgdCVeVOSuRgw","8"
"eSncHkZl2JADD3qbRXgbyw","12"
"RPyN_nOqI57g6vyZZ6jISg","1"
"l4oSew1cp-9YnlVZUJrtLw","7"
"jLRYHYFD3dCOE-hmdmuQng","12"
"SdcUA96bH7xK5xB-4Hg-cQ","12"
"iWSDeL_hdCZ_a_k_ECXwgA","5"
"Rroui6IfZuKXsMkAYvizAA","12"
"NWtDB92PQTm5XUb_DtuGjw","12"
"YH5MFUWZnZ58PtaiY924BA","5"
"p9PfXxQa8XqTJBhkLG1PsQ","12"
"L1sROwB_Uy82Mv3brrXf2w","12"
"n9agTmcc1Rhy8cpfbJh30w","8"
"EaNY2C-e0GMdyauZ-picEQ","2"
"0-7mDJd9bOGtmq3FHoZB-Q","12"
"gQ-UAUitdH1BwSHQFQOPXA","8"
"2AbNLTPvD3FaENpEfkHSYg","9"
"kLYes-0Kr-FGklENjssk6Q","9"
"W_7FITgv3x5x2uQfUWRhfw","3"
"L_lg0UMaMz2RFtB_pW4YLw","5"
"f3PDmsutMPKtNjiwLnmdIA","1"
"0aBTYXlP3z5nJ7okTARj8A","1"
"Esojj9yFUHsHEdHaLeXGmQ","2"
"cSQnJ7JTY78ki5ai57kZ9A","12"
"_-COrcfb061akiNl9uCxzA","7"
"EwtGfW2A20ioY6JexJVdhA","12"
"u54KfOF3Dm7bRZJzGQkHUg","12"
"8R8ZOuX4eXQzBmvzX9W0Pg","7"
"tvQCuI5RqkPVnGddQurmVw","12"
"TvnBzVkuuR6V1fab4oFwtw","3"
"BaD208R7ATVvUbJ7t1VHFg","12"
"A7OGczO_tn8qyF5Qg7yWbQ","1"
"nvtpKLcgGz0KRRinv-Wmvg","2"
"3k4GOkDiAwc4oCfV1WgG6A","7"
"bJfCa-jGCdpDn9gQhW6N3Q","12"
"7yG4k0icb1XudsFVFAi0ew","12"
"PnbnrtdtMhfJ8NQG_SzzNQ","12"
"NDP5aaibSTvzC0RlEKPeZw","9"
"49UnuXePBrYrmuxoJb833w","10"
"olVDqqvsFy9TaUwARa09Fw","2"
"ftDhtMTHW_r8U4_jW_1tlA","5"
"itbNfkDBCbRyXw5fvMABjw","11"
"C5Fjs93FtbOEY1A59TJvEw","10"
"VSgjWxfvl8Oi1ELnh59TwA","6"
"vvVID0iQJaixAHoQIyTovQ","12"
"AD5_nFjcfIpVRpOTFqT00A","9"
"m3y2m5KXiSWR17qKVvJz3A","12"
"Pq22qWjyKZlsiIzDslXJKw","3"
"o9PoSx9VBKNbbmzjK4Hmzw","12"
"Ac1_-nTi2tTHzeMtGLxMjQ","10"
"0x0_ohYXAhYNtGcGZdWefw","3"
"nK_hpA8zmL8JCc615W4K-Q","3"
"yTxZkkXYwr3HQiNU2XHT7A","12"
"uEiRJUHJghyPoJx2wyQKVw","6"
"WgEVbTZU9CK-kbx5dA9Siw","8"
"YBQQ-8aGGOSX6VBiXGy6fw","12"
"YLoZIbjZhdymN6UMhknJCw","3"
"vgjh4QE5wfXRHuPO5AX-NA","7"
"WkkSNhSeOJmO9qzm_8OBBw","10"
"kQyNokMsrSn787zaY81Z4A","3"
"yl_oMVjmDVVqu-LTrh-GyQ","12"
"7DjD9A_D66bzJvheaw4xbw","7"
"BUrjFIE7Rpd7HESbvCKtaQ","1"
"a34gqxc5AwnB-8DjXEvEPw","5"
"UsM1PdKOAL-AktZ-qpFXLw","12"
"u9CLGEB9H-JeffPbHYZg7A","2"
"WlcrEsDhvtw0p2NASKz7Ag","1"
"l6QT0ws7MzeV7t-AF27nEw","2"
"TRiePABsLrvVd4hvX8G0JQ","7"
"jXA_nZRCDaUIn-FLOsGlDA","9"
"RVVBYYOIaVepm9RR9l0ADw","12"
"plG6EQTubusxEQwBTtG1Pw","12"
"U9QzZouvAmZXaw7wMUxu1w","12"
"aSG8xVRVR8esMcgBd3CrgA","3"
"43qLLVMWbkbCq4dkXCyRSw","3"
"N0lLSg6Q7kwuRnplawqqhg","12"
"xAF0_lRs46lwQ2HQmtiz8A","3"
"YxJoQetckGg6KYy_XM0DmA","12"
"HcT3BZLc25R9eekoHBA1MQ","4"
"jV-oRM328LP0Mt3aAxLxtg","5"
"P2IIPHqS0eGJMdlOK_la6g","12"
"wezJms1Z4JMzD2Dy86b76A","12"
"KOypXku7BSNlnRPxS1cNOA","1"
"NmdbU04y96GyIDXdVJbfuw","12"
"C4YyS806pP5YGYmx-1D9sw","7"
"F9Dqu_FRET5vGlgPg9S_Sw","7"
"auGGD6BvchLmZNPjpP7zwQ","12"
"SXuwEPJLfXfaHYXfWY9pFQ","5"
"pG4SBHyD9P-OedH2i4IVJg","2"
"7gSwABACGPVrRvWlO5ORGA","3"
"OpC9896_0UHRPLS8M4ZqDg","12"
"VfaI90qt0XevVC0gnR9N_g","12"
"20MEumut7SAp9P4KCPuDEw","10"
"o5gKO6o0a3ir1J2mqoNh2g","3"
"LU7Och_SeHSRIpHPrb5F7A","12"
"JCh-4zJFbiKeRIbqkaeMyQ","7"
"xNP50YskoFduBF9JtgzDNg","12"
"rJzB6GzdqSl20CZFtd-o0A","8"
"_9AdlpgOzyGX7V7Yuk9_kA","3"
"gA_02JEx6vHOH_PjZbpDDg","9"
"nEHlNG1JrwiGTXjOHwMAuA","9"
"hIIS66wv_BtT9ZwOwAtctw","12"
"DOyx-C3I81dX3LFgtVrNSg","9"
"duBMalLZU-Ro7zMLsyfo7w","12"
"Zlk8AxZ2O68DFp9z7H1sgg","12"
"oDdPFErJpBtAykzDYNEE7g","12"
"oaAR5pBimQ-eMFIpcyqpjw","12"
"2hI4YR1xP3Fb80ggdhWo8g","5"
"9afl5KTg0zWd-jOrWPh6SQ","11"
"zEX8swQD-v6DfQSO4dmTnQ","9"
"1YbDNeNid0FthuSStt30Pw","12"
"EprmUIEY3h3rggmSKnBcNw","9"
"-7REUN6pm1EXx9oHn6WUOw","12"
"_6mvpgEFnHcbrkhiEA-2WA","9"
"E9oepUlLsy-HeKHa9PIbdw","12"
"nfEHXwCp8W38dXKMRE_fxQ","1"
"J94fZwIdRb1-252O4bB3eg","6"
"arU6k6nlO6uCWNRmDac3FQ","5"
"K0PjXE6cyq6xQI9rs1HSFw","5"
"hG9ZWHaoSbRQxx9IYH6dfQ","3"
"lrm1w4ZQXJixb8sDBDUJKw","1"
"4gE5kPqAkalt0s0cnOc3JA","2"
"i5_FjNce2Jju9D2tahOfuA","2"
"DngpJ8xviXUBYosdzc5zng","3"
"VCsfdBcaXAfmH58i8-CgPA","8"
"ehEZtfMx4-83i7aZypidsQ","4"
"7ph3-l5oiAlakiLh-VYz2Q","7"
"8NyAypqBJG2JiSXBu7Vlug","10"
"GijYkBu0gnMsoTQGqUpEeA","12"
"T-RC0e0Ne3BHafDyrq4xNw","3"
"jB6zlBIOxH3Bl8UAHp4YLQ","10"
"jsoTlIeuojSZk5_rPTb5mw","11"
"eiDTwJNpj8lpV8CPZUvFOg","5"
"SO7580UB0sShggEGPIOHOg","10"
"U6QXY3nAHURF4d0Uh9oPNQ","7"
"DK1OnHJMtWVAsXr1Ut7row","1"
"kYbmIRNPwe0LNHafwBTgCg","12"
"usDjA66eVv0bSZLK_cLqkg","12"
"rX0MVNZ4wrtI7fw_D8HRag","12"
"ifnE-LDCsjnqYWU4ATj7Wg","6"
"xguLTr_wvOrN5Sr4CoIumQ","12"
"lqoh_WdkMswi-FtE9swDAg","3"
"2UlszDBrnMFX76AsfsPpoA","12"
"aHjO0dSWGkc7FWLKhu0XOg","4"
"XqzM415cpwAAHzkB1jqRQg","12"
"zY422xIw7fF_UuMFo5KBpg","11"
"_mfVg2apfsD8BIpgCMoIig","6"
"CxnTrQCd1AptEWzMLbvZ-w","1"
"F6Gt2L5_Evc-roRyaZcQCA","12"
"bEWBxuLG0wTajPaHRL44Dw","2"
"OVEBH42hS-FPc0QERGtoCg","12"
"4suUxTjpCmgjqS12RVgBgQ","12"
"s5U6g6kuqHw2ekR6R8gXlg","12"
"Hk9qc0xtGOKZTQEVWvE3rQ","12"
"9f_JuhjGP98YAY_ZMjFXmA","12"
"M4tgRy8fVY53MfDqy36hvQ","12"
"lgg1KbW0cv0DpYOE96APww","12"
"rPhMIX_UkjuQKj29F8vtFw","10"
"NVrDFS0RL4TmduFx7CRnzA","12"
"UiVH3--QrnIYyYCXWLw8rQ","1"
"MKpd3xxslVaEGpFPNzH7Xg","2"
"e5XchjaFxKe3lfDPHkSNwA","1"
"bMgGNQVEPsgN8zxbQpicwA","6"
"_ths_1AZKwupsw0zi7wDgA","1"
"eYHCjeQaxrHvUpbDWDKBYw","6"
"dD3SiLCG7xOU9NaZI400nA","3"
"pjBMgIl9pA1kwhV_-T_gsQ","12"
"nOKR2Wpz4AyFo1WDAPpiew","12"
"ft7gPnH6HBM8sBLhICg5Lg","7"
"vg5PsaVkpzjam-U7HENwuQ","8"
"BDlO_NK7idps6no95T0UVg","5"
"TUvAFqUgz_rXo6RkWMvDGQ","10"
"0p7NK2gTGjBENj5o-pV8Iw","6"
"q3NmZzUyvjHW22qgbi7Asw","3"
"WfD2DNOhB-7fuICbgaSgWQ","2"
"1GSz0726srp3UjEQ68pv_A","2"
"xjwAFNjbUHOhXp29SksYRA","12"
"NI5CnQBafe3bNpo8OOjOIg","12"
"VSqNwMJULv2j9L8DzFjBPw","1"
"eSgNY--2X92kwirSDSZ28g","3"
"vWqFsp06ZYPkvN7IVjUfYA","5"
"0MeivhX0kZCfV3zMtHtk9Q","3"
"Du7L4iRx4NS_7xd8Y05NpA","12"
"5EaxCcAzlI_iYkXYqUoqKw","9"
"B_lGMaVZMEJDmgxGJjAeyQ","7"
"3JAKBm6RHk7_4C902_2vvw","12"
"ua9rBEUjtwqAJ552XZEO-g","12"
"ZXSbD3emHvBRAIMl6S3JZg","1"
"Y94pCNZqNls70JEen0-hfA","11"
"idvAPZ8rimje4mJFaYKdwg","3"
"lM9zNLDJKGeLWBKZ09Xsxw","12"
"By-ZCBoetLuSt05JozO3GA","3"
"SFocLlxgf9oxEN1gg22D_g","12"
"wxv5p3a95kPx1q2-WixkRg","5"
"eJzL8gRj3aX_ByA7TrPPlg","7"
"9c_rQ8oiBEsNTGnNZfIoHg","10"
"GxuHaHk4N3BCONcfms9Z0w","12"
"ZzT-pqn9RWmY8bWsMn68ug","10"
"0hbygKEk876xL9CeRwbo5g","9"
"z3awiwSt6BX1rRGgaIscXg","12"
"hQ1TGSXeIfIkRvppBTf4vA","5"
"Oq89wrveZYH4iJlTksti2A","12"
"lN4xrXZzsnah1vhxYbnuxg","9"
"Hf1p6Jr6lbFVU50MmDq_fw","12"
"Mo3C48Fy7ID1KyOyB4je_A","12"
"r7uisI_DSQh0b58NDSTr8g","12"
"Df8C2F16PoOpiv02-BP3_w","3"
"A6wU8XoYEVK43mc7l0ILdg","3"
"EpgX_tCsdpu23Xd7subQxQ","7"
"xicAM28uKUgma3fE22OfFg","3"
"eleVRomr4UL51XOMep28tQ","7"
"6JehEvdoCvZPJ_XIxnzIIw","7"
"rLf5ZDbrhkUQO4860hn6og","12"
"vBit5tygUAa01750bsUqOA","12"
"W0trZ9jEzExL3EOC2MyD-w","9"
"d4VLerR0vBWpkKDzEunkKA","7"
"B5IIbj7Gj0GWt7mkDJKYZQ","1"
"flt8vm3l_FfMTTdfyUbZNw","12"
"O4hoKHlFb8pBjvryRC5tTQ","1"
"6aMVYImVjykPN3lCgDYYqQ","12"
"Y93C7EyuaeWwnY49PXSFhQ","12"
"5GJ7hcTOgMKZrmlvacT4Yg","12"
"UHfVyFkk9HxMe6GIEmbBMw","10"
"scQBrQJbxWZ6telqJTc6Kw","8"
"w2Ye9CYI5DM4c_gLBJGDng","8"
"pMf7ybLSBGrR7ABPzv2bag","1"
"7Arn1A4iASe2VfLgUTyrdg","8"
"dTGElTJMcoTDmq05cfyt1g","12"
"rOB9kCM-sEEtjyh63IWtrA","5"
"fzGcwCzSOv_1rLRg89BvRg","10"
"iummNT3VVfxXlh29QbI-QA","7"
"8yIdixvHrmmjQ2PQXwoXeQ","5"
"7-TO4_yLpnNMe8DWFibJHQ","2"
"6SBD2h-c0DHGlWxm5NpaVQ","2"
"PgmzTCnp9IforKnJ8JYZJg","1"
"JFraxJZ7aH4pkPlkKufnJQ","3"
"ZVSm0HDMAJ0d5Y91VLzScQ","12"
"MFHsaLHnXpi43mJ51gjljQ","2"
"U0egkRRQcwUk3R0Zv8uD2g","12"
"eurIEcpGa_tTi1LMWa1pUA","3"
"kESRYcaODjB6s9p1-alBTw","7"
"gaeddz1QU9RBfCxTQbfNpA","2"
"kKq_BdoLL3R5TOG_5OpbVw","2"
"TSt4eHqTtpMbNMgV3Qwr-A","7"
"KCg3IFE8LooHWuNE4tHexA","9"
"tscviCRFtp1WOYJVzr60jQ","1"
"cmOpM1pcMTlcmC0gtDObdQ","10"
"E6SRJiEY4h0FLV0Ac3rMPQ","2"
"41m8wE5pi7jsO_ojaBvzmw","10"
"tYzs3vVIcxCrQ4kYY5twSg","9"
"mM_YbcCqqJ7nTJYU-Pt1uQ","7"
"EblK4rF7PZfRp-mnfYsGAg","10"
"2TSesfrUqM-cOfolOXiaZg","3"
"yZK3lcW64Vj3i0nRbFOAvQ","12"
"ANfwsLmkaGJlYlVchmBBXA","2"
"tR9Hqyso8YB180ezkB70IQ","12"
"30QEHQQVVee3oujc0U6iRA","1"
"Ccz02NKJE_lAFNonm8mgJQ","8"
"7HOORopuIng_SQiPmudXFA","10"
"tZWL_u0WKKw9QYGsXsgOXA","3"
"c1ddsbw6G-lpTas8Q2MVeA","1"
"HeIijlGCiZavjABsakE4og","12"
"lG-cCgI--I_jgl8gl7ejxw","2"
"YgTqqObVLM6HeEaPSCrjOA","8"
"BLO5KF7AS7SF7mf8nVE8JQ","7"
"gH1ZCEpOQcBrW8ZMZIFxGw","10"
"hbB8LFr6cKEu-8yNaqUiyQ","1"
"sbDyQ05joUrNtMXxTEuLDQ","12"
"xEbk6c3KaFptKfL18qVCdw","1"
"i8jOKIj0GM1FWX-ILEuSOw","12"
"VwW5emUKcQNl4YEs4dZQBQ","2"
"1m2_1BHMLCh1d1_14kOmYw","6"
"2LmcktinEh7vQq4ur_Nkzw","3"
"qBHy7dYj0S54ipOsh9xr6Q","12"
"5uEVx66xRSzvh7Yn2IXb7w","10"
"294JYnZ3oUQSmRs8QMN8ug","5"
"tW50LVGSciU1A4OEQdm63Q","3"
"3AVB0kSYr_GCbuvxoZbffQ","12"
"ORJnGXXkS9tQBTNyPQJF9A","12"
"IY0BPq4xoNYfavd4jvZ_Aw","9"
"zCdYmNyos8JUN7y2hCLDow","12"
"uim3LzQqM6fDZBxcgd_Wyw","9"
"Xu7mzIWyhwHVXoWqqixYnQ","1"
"aa-Cjr1sGq6ef7TwvXiJfw","11"
"wYkZHDw2LNAoT__cglB6HQ","12"
"Um91l61XpKaZtRVqjVnd3w","7"
"jZR83eAD3eMYvQ1lMooMdA","3"
"nwB8KhIgVtsMjr9eRSXlow","12"
"N6DjtE22LiNw3R5uvn0ADg","7"
"fEBhtnpMWWp32NEJMgMrkA","12"
"bBcty_JlGMidppf8YPhREQ","6"
"k8NKicrgsJTe1M2_Vd0qGg","10"
"_9hnLgJsJdbiR-9rtlI2-g","8"
"VXHCZymyAK2PJ12SkAaUVg","11"
"7gr0QIbg9-C-iya6kkanig","12"
"VzKLDRZvZ5fvUTXZ1UimVA","7"
"MhulcOVGHzK0SOHG13ln8Q","9"
"ty9qmg07-tI9SC-Kw0vJlQ","8"
"374Didm6_LWTuUd74TkCAg","6"
"DRS9SF_IPFheYW3yq-UuAQ","10"
"0GJ5JC0akFRGJ9412ohXDA","12"
"RMdj47BCxcee5BJ8-z-SMQ","12"
"sphORkUWiF254arcIBQLyQ","7"
"q_2JIsgARvvHAirn4ZABQw","10"
"caAN0j8iLxr6Yr5zJ6lF4w","2"
"zFFOxSXILU75xg7LTR2yHg","12"
"iD8dGtRXrqnKMUUMnKMg8A","2"
"XPqt_gHroMOnEV26ZREXqg","7"
"JdtA2j56Fjvzibra3TLXRQ","12"
"EOMRRnvOhtRt9bkVIJjOkw","5"
"wcHtJ3xiQKrAUqOfHPa9Mg","5"
"Ga6GzMUUK3Lkw2YxDIQMdw","6"
"tsI2MWAg6jeEUzoDk0epRg","6"
"PMVH2xJnGYhQeWCI0dD8Zw","12"
"cFGAElozHTdQDfHimOiSBQ","4"
"K0fsEfStAVMsql65f3CNUA","10"
"9wBmPqLzVyDAW04QXK7gJA","12"
"klrMSrPfJdpp81DhhhLC3A","12"
"MSiWfBVnFNFbHMHh0yMyVw","12"
"j_Aj-IIB25WlYqFc4R-PVQ","12"
"WRnS8nihoDej_kJ4ShF3Uw","11"
"Hk36SfikaaKanjzmG-jYbw","1"
"1ULwz-vL4D5kKCFyLuoRUg","1"
"m0jg4PKGN1BdLgofnzY8sA","3"
"99J3dcPIHeB4wGn4MKec2A","3"
"YLGOsXqW6q_HAcFKUA9T-A","2"
"Rlo9D6opSEZQNG1D2nifDA","5"
"7rx6GmoySz4X3wk6iGUJ5w","7"
"1lMC-bLdNpGNuUxmLnol2Q","10"
"mj8iMr8n0AOmYW4uTNC8eQ","1"
"SuglMvqb2VhEwSLx8p3g6A","1"
"Pje9LmeIWgTgQqjOWCN9Dw","8"
"YhLJMl9MSmMwJa6uLjst-g","12"
"81JLJDC_ExRoV-lFqTYFbA","10"
"I7vgE0gPNHkYzGO5VKVo9A","1"
"JjnZRNFCfEkTwOiokNAVCg","12"
"_Xy5owglSC92j2CX-xza8Q","12"
"KZQkjiD2gE1RAQRY8GjZhA","12"
"bPUkOkPCa0MAeJspvLjI6g","12"
"uZvJz6JVTyDD8JPm86EQLg","12"
"e0LI7c4HFyz2WvCBwbQF_Q","1"
"8WcZcRF7NhXL4jQEAEYXlA","5"
"U33XCz-8HyXwZ6v5I3HFng","1"
"Yuyy16nuHylNKZn9I9Vx-Q","7"
"DqhDfBm418G3vfYoU_LXqQ","1"
"lp9k3kW3daVFaAopq5Yutg","8"
"AOE9AxEpnpYkxpo_P0Gr_Q","12"
"xQgA9Da-l9wdOKYdwpgfWg","1"
"Vjt4Z1JOUGdOqsfFl6xjuQ","1"
"Ha8CKfgN_Xj-hqJhe5B-yg","12"
"qxTRgdbvhgw14xEh7Wt97Q","11"
"_YTs6-1KoTn6cMssZNqe9w","12"
"5i9vceWq9EXd_oaYNyM8Sw","2"
"fu1rnRT8R2XxrheN_487JA","9"
"_4cLgJzUPTIN20_6owIKmw","3"
"EaV_sG0p7R-cjkxAQmhung","2"
"A70LhLO-F4S3f8loipxtmw","1"
"elbW-V-hWfyHyApoyOKv_Q","12"
"t0R6mdYkJsaZf_jOJICinA","3"
"nu_LD9M7qIY67MmRJvD3RQ","9"
"r9TUiq3DPgr5WMt97KMqeQ","12"
"RFZ_Bnjpg_JOn50LP0Yqsw","12"
"HwtpWyAMFV3CfWiHL9ssKA","5"
"a1UVwaqHSpiOg6RzkJMK8Q","12"
"Qemy83LMQLXDAraL_hUUAw","1"
"yNE1NON4YGUp9Aqa6tzloA","2"
"xoJsjsOTrNDUoUFz1AgskA","1"
"f14R8fZ22Gj938oMG6WC-g","7"
"bp6fkM028hr_Y0Rq6BBvpA","9"
"jzdv1RBgj52zX6gpV5Ss2Q","3"
"jyO2fHUkQMpLaZdBvqStKA","12"
"Erp91OQX5ZUzivJb_xReCw","12"
"BvR8FhDfobVk76OpEt01Xg","3"
"7DmUbNOJgTMYOX_Ap_Ja_w","4"
"B5DyfecVPOMXgI9j6Fn4uQ","7"
"yra_0TDojXTiFPW61bYOmg","12"
"OjcrPymXfxTHzpFpdule_g","8"
"Xpt9jlxR9L28E9D2G8iFTg","5"
"BtLIyD1mtlNKxbY95mCULQ","2"
"CdK2s0Re0J6JaEK0vQn0AQ","9"
"hPf-BPNCY3FRf5MEOFMMcw","12"
"px6ofocONomCaqZAEKZLpg","12"
"7SXLQtu3rUKds1ZfDthqSA","7"
"GnPIEtAOx4NsZuq9CNmEQA","4"
"YLzqNrAyX_sEfHbkXQSORg","9"
"9C04yovFhZdZJKL93t4xZw","2"
"8KuyMk9jS8Imlh_MZFoLsA","12"
"_83iZEcj5GexLNeXkRB15A","12"
"NcUPsHsnF7HBbVjjmoYElw","2"
"ZdAopt6pIe7dF6_8brf7_Q","12"
"ByVNS6P4ENaZ8eJU-1fgrA","10"
"y70zYa-1zXpq0Y_1Fp009A","7"
"mFlFMd4-Caiiza7G5s5nhg","6"
"gr9AUMaEDRqvs4UJ4NWx0g","12"
"hqUESXr6u9rcns3PYRdiEA","12"
"7SyVALAktYUU35xv4SiRvQ","12"
"qJ3mCZcKTpxz7UQbqAXkcw","11"
"pK2QEk8hvF7KRMD54EsQ2g","12"
"oXEJVkf3IUCtXxzzbeMAVg","5"
"wcgCqmw7mx7cEg5jgrgnEA","7"
"9op2n5skR1iki7M1ntdhcw","9"
"7psys_CqrGKnR8TvAmg_Eg","10"
"393M4uM_4GBLPbhQIQtF9g","4"
"bVusW7k5RrqLJFLRed6pjA","7"
"cj4VwF0N-K2r3MIaXpJ-ow","12"
"dJ_CcWFpQsUDwPl06Xxb5w","6"
"Dhejv6VWlH98ljgPtP6_TQ","12"
"qJq__gizOd2sJa95NdPNpw","5"
"qhrNYFskylCSlNMonRWUOA","5"
"xpmhRNz8RQSSU5KtecUoKQ","12"
"IPtKOACCGwJUbJsut1HNMg","12"
"KKpY2KG-PoZ9eMQFOXTUvA","12"
"whs2bL6uOx35epjNN2Bd3A","6"
"RYXCJzbw8stLVujY6d2xmg","10"
"lCupMTlWDtsQjXcGM-wp2w","2"
"zfdflw2i4vdBAt3szAF7xA","5"
"Y6A7GRIJanzSybaPU663_Q","12"
"bb47Fyu3LXirAet0bMZs7Q","11"
"emFUxxdBIvDlDPaAUJE8Dw","2"
"IhSKRrUyVEOWl_zCmGv9zQ","10"
"zSVQYmuR-Lap3wXMTJJiAg","12"
"UxtcJzcPhRDz-ioqFvsu1Q","3"
"VK8X-aoOgIxpUpbzCv2eZQ","1"
"QOG6bl1WX3TGXftsX_NFrw","1"
"cYyOz1Z2S3smsovo2Vl2nQ","7"
"Dcgg1vyNX48Scuq8IWlQUg","12"
"LgZLRSLHNun2Y_oLDRZWlA","12"
"ANi9mkuLHi6kMjBdV39GWA","12"
"uIBQW-GQzRLseMxdzyxbVg","12"
"QpPc51mH86xyrRmnFijpTQ","9"
"XmZtc-HbmlzjETxebG-oxg","9"
"rpNfZdBHde0Ni1VEPZ0oAg","12"
"fCO3Flq2b49Mnx72bPTKzQ","9"
"8IBBQ0StyuRqbB9c9aI_Fw","7"
"Rkcm09yCa0kZoLThA4rllQ","1"
"QChHBtLWtTVwBIg2ebSZPQ","2"
"pDW59eBTeawgV16s4731xQ","8"
"vD4cfvf_QSwH_OuPz16TrA","12"
"Zuop-axbyA7atet3p26T3g","1"
"7bloigm84jqFE28SkBxTFA","12"
"eOLlpTWw26JGrlSv_HDbiA","12"
"qei1pzxCXHV6cTzixNp1Xg","3"
"9W9W-2OgmMECfS2UFV4doA","12"
"9R5ew7bgn4Xwd3wn8uWRaQ","2"
"MlpSVfLgNIK4_8qxfYzU5A","2"
"Xl7qVyHTFXG9mi3cVjLZfw","7"
